SF-WAT,SA-CFM,RA-CFM,SA-TEMP,MA-TEMP,RA-TEMP,SA-HUMD,RA-HUMD,OA-TEMP,HWC-EWT,E_ccoil,label
591.508,996.835,1458.609,54.825,70.997,69.763,91.322,56.355,0,96.663,7.56,1
577.452,1001.25,1503.311,54.825,70.997,69.763,91.434,56.439,0,96.442,7.599,1
584.48,990.955,1476.144,54.825,70.891,69.763,91.35,56.467,0,96.442,7.648,1
575.11,963.105,1457.017,54.932,70.997,69.763,91.21,56.608,0,96.442,7.685,1
576.281,967.494,1487.32,54.932,70.891,69.763,90.957,56.608,0,96.368,7.55,1
580.966,967.494,1495.312,54.932,71.209,69.973,91.069,56.579,0,96.22,7.579,1
580.966,933.938,1498.511,54.825,70.997,69.868,91.097,56.608,0,96.22,7.248,1
586.823,957.26,1488.918,54.932,70.997,70.393,91.013,56.327,0,96.146,7.521,1
570.425,980.679,1463.388,54.932,71.103,71.024,91.21,54.926,0,96.072,7.336,1
570.425,990.955,1477.74,55.04,71.422,71.655,91.462,53.973,0,95.924,7.355,1
603.221,1038.167,1471.359,55.148,71.634,72.181,91.771,53.16,0,95.924,7.638,1
603.221,1021.895,1469.764,55.255,71.952,72.601,91.771,52.487,0,95.85,7.775,1
623.133,1052.998,1450.65,55.471,72.058,72.812,91.911,51.843,0,95.702,7.853,1
625.476,1052.998,1480.932,55.471,72.376,73.127,92.023,51.534,0,95.629,7.96,1
620.791,1090.238,1501.711,55.794,72.801,73.548,92.275,51.142,0,95.555,7.949,1
627.818,1100.705,1504.912,55.794,72.801,73.548,92.528,50.946,0,95.555,8.064,1
647.731,1127.703,1535.384,56.116,73.225,73.758,92.696,50.834,0,95.407,8.192,1
660.615,1180.53,1557.911,56.224,73.119,73.758,92.752,50.918,0,95.333,8.106,1
650.073,1183.561,1551.468,56.332,73.543,74.073,92.864,50.862,0,95.185,8.469,1
672.328,1223.099,1606.408,56.439,73.437,73.968,92.472,50.722,0,95.259,9.711,1
672.328,1210.909,1561.135,56.224,73.543,74.073,91.434,50.582,0,95.111,10.381,1
685.212,1227.676,1570.813,56.009,73.65,74.179,90.565,50.497,0,95.037,11.065,1
684.041,1252.139,1606.408,55.794,73.756,74.179,90.368,50.357,0,94.963,10.846,1
684.041,1258.269,1603.165,55.794,73.862,74.073,90.705,50.245,0,94.89,11.283,1
705.125,1273.616,1642.181,55.471,74.18,74.389,90.733,49.993,0,94.89,11.396,1
710.981,1307.497,1640.551,55.363,73.968,74.179,90.957,49.881,0,94.816,11.571,1
747.291,1326.046,1642.181,55.255,74.074,74.073,91.069,49.797,0,94.742,11.895,1
760.176,1338.438,1681.42,55.255,74.074,74.073,90.957,49.825,0,94.594,12.146,1
776.574,1357.065,1674.864,55.471,74.18,74.073,91.013,49.629,0,94.52,12.099,1
796.486,1394.459,1704.419,55.363,74.392,74.284,91.182,49.488,0,94.52,12.2,1
803.514,1389.775,1749.013,55.255,74.286,74.179,91.125,49.685,0,94.446,12.564,1
838.653,1438.319,1729.154,55.148,74.18,73.968,91.266,49.657,0,94.372,12.516,1
835.139,1413.226,1739.075,55.148,74.18,73.968,91.069,49.488,0,94.298,12.679,1
832.797,1471.374,1760.628,55.363,74.392,74.179,91.462,49.46,0,94.077,12.715,1
840.996,1463.491,1768.938,55.148,74.18,73.863,91.462,49.573,0,94.151,12.961,1
843.338,1509.319,1772.265,55.148,74.18,73.863,91.406,49.601,0,94.003,13.128,1
886.676,1510.904,1790.599,55.148,74.074,73.758,91.35,49.545,0,94.003,13.144,1
883.163,1534.713,1795.609,55.255,74.18,73.758,91.518,49.629,0,93.855,13.459,1
922.987,1563.372,1829.123,55.255,74.18,73.758,91.602,49.685,0,93.929,13.618,1
928.843,1580.934,1824.084,55.363,74.18,73.653,91.49,49.713,0,93.707,13.636,1
947.584,1593.728,1827.443,55.471,74.18,73.548,91.658,49.797,0,93.707,13.849,1
951.098,1608.144,1849.328,55.255,74.074,73.548,91.378,49.853,0,93.633,14.29,1
975.695,1653.144,1854.391,55.148,74.074,73.443,91.238,49.909,0,93.559,14.443,1
973.353,1648.312,1859.458,55.255,74.286,73.653,91.153,49.965,0,93.485,14.483,1
995.608,1690.275,1874.689,55.148,74.286,73.548,91.406,50.049,0,93.559,14.713,1
979.209,1657.979,1876.384,55.255,73.968,73.337,91.238,49.937,0,93.411,15.12,1
997.95,1706.465,1876.384,55.148,73.968,73.337,90.985,49.937,0,93.338,15.024,1
999.122,1725.929,1879.775,55.04,73.968,73.337,91.041,49.909,0,93.264,15.099,1
1022.548,1724.305,1878.079,55.04,73.968,73.232,91.125,50.021,0,93.19,15.294,1
1023.719,1743.806,1939.48,55.04,74.18,73.443,91.125,49.965,0,93.116,15.254,1
1020.205,1745.433,1901.872,55.255,73.862,73.232,91.322,49.825,0,93.116,15.294,1
1034.261,1740.553,1903.576,55.04,73.862,73.127,91.266,49.965,0,93.042,15.327,1
1030.747,1763.346,1906.985,55.04,73.862,73.127,91.294,49.937,0,92.82,15.288,1
1076.428,1802.542,1908.69,55.04,73.862,73.127,91.518,49.853,0,92.82,15.524,1
1075.256,1787.825,1930.909,55.148,73.862,73.127,91.462,49.881,0,92.82,15.835,1
1095.168,1814.003,1930.909,55.255,74.074,73.232,91.182,49.965,0,92.672,15.503,1
1098.682,1845.176,1925.773,55.148,73.862,73.022,91.518,50.021,0,92.599,15.711,1
1110.395,1851.75,1922.352,55.148,73.756,73.022,91.266,50.021,0,92.672,15.888,1
1119.766,1846.819,1961.832,55.363,74.074,73.232,91.238,49.965,0,92.599,15.908,1
1129.136,1843.532,1934.336,55.363,73.862,73.022,91.182,49.937,0,92.525,15.898,1
1139.678,1858.329,1953.223,55.04,73.756,72.917,91.097,50.105,0,92.451,15.982,1
1143.192,1846.819,1944.63,55.04,73.756,73.022,91.041,50.021,0,92.377,16.097,1
1143.192,1886.334,1956.665,55.04,73.862,73.022,91.294,49.965,0,92.377,16.097,1
1164.275,1894.585,1965.279,55.148,73.756,72.917,91.238,49.993,0,92.155,16.463,1
1161.933,1891.284,1948.065,55.04,74.074,73.127,91.238,50.077,0,92.303,16.054,1
1190.044,1902.843,1972.181,55.148,73.756,72.812,91.153,50.077,0,92.155,16.411,1
1192.387,1902.843,1973.908,55.04,73.756,72.812,91.069,50.105,0,92.155,16.083,1
1192.387,1916.067,1975.635,55.148,73.968,73.127,91.069,49.993,0,92.081,16.103,1
1185.359,1901.191,1979.093,55.04,73.756,72.917,90.789,50.021,0,92.007,16.189,1
1205.271,1904.495,1972.181,54.932,73.756,72.812,90.845,49.965,0,92.007,16.462,1
1206.442,1902.843,1979.093,54.932,73.65,72.812,90.901,49.853,0,91.86,16.397,1
1194.729,1924.341,1984.282,55.255,73.756,72.812,91.013,49.797,0,91.86,16.504,1
1208.785,1932.62,1996.413,54.932,73.968,73.022,90.985,49.937,0,91.786,16.347,1
1220.498,1952.516,1998.148,55.255,73.862,73.022,91.153,49.797,0,91.712,16.548,1
1181.845,1924.341,1984.282,55.04,73.968,73.022,90.929,49.909,0,91.638,16.432,1
1228.697,1960.817,2013.793,55.04,73.862,73.022,91.069,49.937,0,91.564,16.26,1
1240.41,1944.222,2022.507,55.148,73.65,72.812,91.097,49.937,0,91.49,16.46,1
1236.896,1924.341,2031.236,54.932,73.862,73.022,90.817,49.853,0,91.49,16.482,1
1225.183,1950.857,2012.052,55.04,73.65,72.812,90.733,49.937,0,91.416,16.917,1
1226.354,1942.564,2019.02,55.04,73.756,72.707,90.593,49.909,0,91.342,16.619,1
1236.896,1952.516,2006.834,54.932,73.756,72.707,90.677,49.797,0,91.342,16.577,1
1229.868,1924.341,2012.052,54.932,73.756,72.707,90.649,49.881,0,91.194,16.618,1
1236.896,1962.478,2013.793,54.825,73.65,72.707,90.733,49.881,0,91.194,16.416,1
1259.151,1955.836,2022.507,54.825,73.65,72.707,90.761,49.825,0,91.121,16.713,1
1235.725,1975.773,2045.235,54.932,73.65,72.601,90.873,49.797,0,90.973,16.639,1
1279.063,1980.763,2036.481,55.04,73.756,72.601,90.957,49.713,0,90.973,16.575,1
1301.318,1994.08,2038.23,55.04,73.756,72.601,91.041,49.797,0,90.973,16.784,1
1288.433,2007.411,2048.741,55.04,73.65,72.601,91.041,49.909,0,90.899,16.806,1
1313.031,2024.098,2061.031,55.148,73.968,72.917,91.013,49.909,0,90.751,16.804,1
1262.665,1990.749,2055.76,55.255,73.968,72.917,90.873,50.021,0,90.751,16.825,1
1320.059,2034.121,2098.095,55.255,73.968,72.917,90.985,49.881,0,90.603,17.1,1
1322.401,2030.779,2075.117,55.255,73.756,72.601,90.677,49.881,0,90.529,17.034,1
1351.684,2050.845,2098.095,55.255,73.756,72.496,90.817,50.161,0,90.603,17.286,1
1327.086,2029.108,2089.244,55.363,73.756,72.286,90.424,50.189,0,90.455,17.331,1
1352.855,2064.24,2094.553,55.148,73.862,72.601,90.424,50.301,0,90.381,17.215,1
1349.341,2075.974,2082.176,55.04,73.65,72.391,90.48,50.217,0,90.381,17.468,1
1387.994,2077.651,2087.477,55.363,73.543,72.391,90.536,50.021,0,90.234,17.468,1
1380.966,2064.24,2087.477,55.04,73.543,72.391,90.452,50.217,0,90.234,17.422,1
1385.652,2075.974,2105.188,55.363,73.756,72.496,90.565,50.245,0,90.234,17.286,1
1407.906,2114.605,2114.069,55.148,73.65,72.286,90.677,50.217,0,90.16,17.493,1
1420.791,2096.114,2151.554,55.255,73.862,72.496,90.452,50.245,0,90.086,17.56,1
1419.619,2119.652,2121.186,55.04,73.65,72.286,90.536,50.217,0,90.086,17.676,1
1431.332,2141.549,2128.313,55.148,73.65,72.391,90.565,50.105,0,90.086,17.699,1
1398.536,2087.719,2131.881,55.148,73.862,72.496,90.368,50.105,0,89.864,17.907,1
1451.245,2117.97,2144.391,55.04,73.65,72.181,90.228,50.161,0,90.012,17.768,1
1423.133,2116.287,2130.097,55.255,73.65,72.286,90.172,50.245,0,89.79,17.929,1
1441.874,2131.438,2121.186,55.04,73.756,72.391,90.284,50.217,0,89.79,17.676,1
1458.272,2151.667,2156.933,55.255,73.65,72.181,90.368,50.329,0,89.79,17.858,1
1461.786,2166.859,2151.554,55.255,73.65,72.286,90.34,50.105,0,89.642,17.995,1
1459.444,2144.92,2153.346,55.363,73.543,72.286,90.396,50.189,0,89.642,17.995,1
1503.953,2180.378,2146.18,55.148,73.65,72.181,90.424,50.189,0,89.716,17.855,1
1508.638,2188.835,2155.14,55.148,73.65,72.286,90.228,50.217,0,89.569,18.274,1
1465.3,2171.927,2160.524,55.148,73.65,72.181,90.424,50.273,0,89.642,18.342,1
1535.578,2182.069,2160.524,55.148,73.543,72.286,90.116,50.189,0,89.495,18.274,1
1528.551,2197.297,2156.933,55.148,73.65,72.286,90.368,50.189,0,89.495,18.179,1
1537.921,2188.835,2155.14,55.363,73.65,72.181,90.144,50.273,0,89.421,18.408,1
1526.208,2204.07,2178.516,55.363,73.65,72.076,90.172,50.245,0,89.347,18.48,1
1542.606,2209.152,2167.712,55.148,73.862,72.391,90.004,50.273,0,89.347,18.686,1
1522.694,2202.376,2211.082,55.04,73.65,72.181,89.919,50.161,0,89.273,18.785,1
1549.634,2210.846,2183.927,55.148,73.65,72.181,90.088,50.161,0,89.199,18.546,1
1540.264,2212.541,2182.123,55.255,73.65,72.076,90.088,50.245,0,89.125,18.644,1
1570.718,2241.383,2185.732,55.04,73.65,72.076,90.004,50.189,0,89.125,18.876,1
1568.375,2234.591,2196.579,55.148,73.756,72.286,90.088,50.077,0,88.977,18.917,1
1578.917,2249.877,2211.082,55.148,73.756,72.181,90.088,50.133,0,89.051,18.875,1
1603.514,2268.583,2216.532,55.148,73.756,72.181,90.116,50.077,0,88.977,18.824,1
1611.713,2266.882,2220.169,55.148,73.756,72.181,90.032,50.049,0,88.903,18.89,1
1632.797,2271.987,2214.714,55.148,73.756,72.286,90.032,50.021,0,88.903,19.179,1
1604.685,2239.685,2212.898,55.148,73.862,72.181,89.807,49.909,0,88.903,19.388,1
1636.311,2275.391,2223.81,55.148,73.862,72.286,90.032,49.965,0,88.756,19.12,1
1636.311,2268.583,2225.631,55.148,73.862,72.076,89.919,50.049,0,88.756,19.411,1
1651.538,2271.987,2236.573,55.148,73.862,72.076,89.891,50.161,0,88.682,19.244,1
1644.51,2289.017,2253.038,55.363,73.862,72.181,89.976,50.105,0,88.682,19.219,1
1667.936,2309.481,2231.099,55.255,73.862,72.181,89.835,50.077,0,88.608,19.409,1
1687.848,2300.951,2243.884,55.363,73.968,72.181,89.863,49.965,0,88.46,19.453,1
1692.533,2311.187,2260.375,55.148,73.968,72.181,89.751,49.853,0,88.534,19.565,1
1696.047,2304.362,2254.871,55.255,73.862,72.181,89.667,49.965,0,88.46,19.449,1
1706.589,2304.362,2256.705,55.363,73.862,72.181,89.667,49.909,0,88.386,19.64,1
1685.505,2316.308,2240.227,55.04,73.968,72.076,89.667,49.993,0,88.312,19.873,1
1693.704,2324.847,2253.038,55.04,73.968,72.076,89.723,50.021,0,88.238,19.899,1
1680.82,2324.847,2253.038,55.148,73.968,72.076,89.891,49.909,0,88.164,20.029,1
1732.357,2333.391,2275.085,55.148,73.968,72.181,89.863,49.909,0,88.164,20.015,1
1735.871,2323.139,2269.563,55.148,73.968,72.181,89.639,49.909,0,88.164,20.094,1
1771.01,2348.781,2267.724,55.148,74.18,72.286,89.723,50.021,0,88.09,20.052,1
1744.07,2343.649,2265.885,55.148,74.074,72.076,89.611,50.049,0,88.017,20.092,1
1766.325,2343.649,2278.77,55.148,74.18,72.181,89.499,49.965,0,87.943,20.299,1
1732.357,2341.939,2280.614,55.148,73.968,72.076,89.415,49.937,0,87.869,20.235,1
1773.353,2367.614,2280.614,55.255,74.18,72.181,89.359,49.881,0,87.943,19.974,1
1756.955,2347.071,2271.403,55.04,73.968,72.076,89.302,49.741,0,87.869,19.936,1
1751.098,2328.264,2260.375,54.932,73.862,72.076,89.246,49.713,0,87.721,19.796,1
1762.811,2347.071,2275.085,54.932,73.862,72.076,89.33,49.46,0,87.869,19.948,1
1745.242,2350.493,2287.997,54.932,73.968,72.076,89.415,49.516,0,87.721,19.974,1
1755.783,2355.627,2286.15,54.825,74.074,72.181,89.33,49.741,0,87.647,19.896,1
1756.955,2343.649,2306.508,54.825,73.862,71.971,89.302,49.685,0,87.647,20.143,1
1780.381,2331.681,2271.403,54.932,73.968,71.971,89.274,49.685,0,87.573,20.065,1
1775.696,2341.939,2308.363,54.932,73.862,71.865,89.415,49.629,0,87.499,19.829,1
1799.122,2353.915,2297.242,54.825,73.862,71.971,89.33,49.685,0,87.499,19.896,1
1755.783,2340.229,2275.085,54.825,74.074,72.181,89.471,49.685,0,87.499,20.067,1
1733.529,2343.649,2275.085,54.825,73.968,72.076,89.639,49.488,0,87.499,20.013,1
1781.552,2352.204,2265.885,54.932,73.968,72.076,89.471,49.516,0,87.425,20.026,1
1759.297,2338.519,2273.244,54.932,74.074,72.181,89.415,49.545,0,87.278,20.013,1
1722.987,2331.681,2262.211,54.932,73.968,71.971,89.359,49.516,0,87.351,19.894,1
1754.612,2336.809,2265.885,54.825,73.968,71.971,89.274,49.601,0,87.204,19.987,1
1738.214,2318.015,2284.304,54.825,73.968,71.865,89.359,49.601,0,87.13,19.998,1
1746.413,2341.939,2260.375,54.825,73.968,71.971,89.387,49.545,0,87.13,19.92,1
1731.186,2336.809,2271.403,54.932,73.968,71.865,89.443,49.573,0,87.13,19.96,1
1763.983,2341.939,2278.77,54.825,74.074,71.971,89.527,49.545,0,87.13,19.792,1
1726.501,2323.139,2258.539,54.932,74.074,71.865,89.527,49.545,0,86.982,20.011,1
1732.357,2345.36,2265.885,54.932,74.074,71.971,89.555,49.573,0,86.982,20.141,1
1703.075,2311.187,2260.375,54.932,74.074,71.971,89.387,49.573,0,86.982,19.984,1
1696.047,2304.362,2251.205,54.932,74.074,71.971,89.246,49.629,0,86.908,19.803,1
1717.13,2314.601,2269.563,54.825,74.074,71.971,89.274,49.46,0,86.908,19.894,1
1678.477,2300.951,2258.539,54.825,73.968,71.971,89.218,49.488,0,86.834,19.778,1
1706.589,2304.362,2238.4,54.717,74.074,71.971,89.274,49.348,0,86.76,20.024,1
1681.991,2290.721,2258.539,54.717,74.074,72.076,89.415,49.32,0,86.76,19.868,1
1687.848,2304.362,2295.392,54.717,74.074,71.971,89.302,49.348,0,86.76,19.932,1
1674.964,2314.601,2269.563,54.825,74.074,72.076,89.639,49.208,0,86.686,19.946,1
1669.107,2292.426,2243.884,54.825,74.286,72.076,89.359,49.404,0,86.686,19.818,1
1690.19,2302.656,2260.375,54.717,74.074,72.181,89.415,49.376,0,86.612,19.92,1
1696.047,2289.017,2247.543,54.717,74.074,71.971,89.302,49.432,0,86.539,19.972,1
1669.107,2299.245,2249.374,54.717,74.074,71.971,89.471,49.32,0,86.539,19.676,1
1666.764,2289.017,2258.539,54.932,74.286,72.181,89.302,49.376,0,86.465,19.974,1
1673.792,2290.721,2242.055,54.61,74.074,72.076,89.359,49.18,0,86.391,19.946,1
1693.704,2299.245,2251.205,54.61,74.074,72.076,89.302,49.096,0,86.465,19.738,1
1659.737,2294.131,2240.227,54.61,73.968,72.076,89.302,49.012,0,86.391,19.764,1
1692.533,2289.017,2236.573,54.825,73.968,72.076,89.218,49.012,0,86.243,19.74,1
1667.936,2283.906,2249.374,54.61,73.968,71.971,89.415,49.04,0,86.243,19.833,1
1655.051,2266.882,2232.923,54.502,73.862,71.865,89.302,49.236,0,86.095,19.674,1
1656.223,2253.277,2238.4,54.61,73.862,71.865,89.443,49.264,0,86.243,19.639,1
1602.343,2237.987,2214.714,54.502,73.862,72.076,89.443,49.096,0,86.095,19.366,1
1618.741,2246.479,2231.099,54.502,73.862,72.076,89.499,48.9,0,86.095,19.15,1
1611.713,2244.78,2221.989,54.502,74.074,72.076,89.751,49.012,0,86.021,18.843,1
1575.403,2188.835,2198.389,54.502,73.968,72.076,89.443,49.068,0,86.021,18.986,1
1570.718,2197.297,2187.538,54.502,73.756,71.865,89.611,49.152,0,86.021,18.571,1
1573.06,2207.458,2191.153,54.502,73.543,71.76,89.807,49.18,0,85.799,18.804,1
1548.463,2185.451,2178.516,54.61,73.65,71.971,89.807,49.096,0,85.947,18.663,1
1542.606,2176.997,2185.732,54.502,73.756,72.076,89.751,49.012,0,85.947,18.735,1
1543.778,2193.911,2194.77,54.61,73.756,71.971,89.919,49.124,0,85.947,18.382,1
1551.977,2190.527,2185.732,54.717,73.756,71.971,89.751,49.152,0,85.726,18.221,1
1544.949,2188.835,2178.516,54.717,73.968,72.286,89.863,49.096,0,85.799,18.268,1
1571.889,2198.99,2191.153,54.717,73.968,72.286,89.863,49.152,0,85.652,18.085,1
1551.977,2187.143,2178.516,54.717,73.756,71.971,89.863,49.292,0,85.652,18.528,1
1512.152,2149.98,2156.933,54.825,73.756,72.076,89.667,49.18,0,85.652,18.178,1
1525.037,2188.835,2156.933,54.825,73.756,72.076,89.863,49.236,0,85.578,18.014,1
1515.666,2155.042,2180.319,55.04,73.756,71.971,89.976,49.348,0,85.578,18.014,1
1512.152,2160.105,2153.346,54.932,73.756,71.971,90.004,49.573,0,85.504,18.061,1
1493.412,2124.702,2144.391,54.932,73.756,72.076,90.256,49.32,0,85.43,18.038,1
1539.092,2182.069,2165.914,54.932,73.756,72.076,90.088,49.545,0,85.43,17.99,1
1510.981,2180.378,2158.728,54.932,73.756,71.971,89.947,49.629,0,85.282,18.042,1
1513.324,2182.069,2164.116,55.04,73.65,72.076,90.032,49.685,0,85.208,17.948,1
1516.838,2187.143,2183.927,55.148,73.756,72.076,90.2,49.573,0,85.282,17.944,1
1498.097,2180.378,2171.31,55.148,73.756,72.076,90.088,49.629,0,85.282,17.967,1
1519.18,2168.548,2191.153,55.04,73.756,72.076,90.004,49.601,0,85.282,18.014,1
1512.152,2170.238,2176.713,55.148,73.756,72.076,89.947,49.685,0,85.282,18.084,1
1482.87,2171.927,2196.579,55.04,73.756,72.181,89.947,49.741,0,85.208,18.038,1
1533.236,2192.219,2173.111,55.04,73.862,72.181,89.947,49.769,0,85.06,18.106,1
1523.865,2192.219,2225.631,55.148,73.968,72.181,90.06,49.601,0,85.208,18.295,1
1496.925,2176.997,2169.511,55.148,73.968,72.181,90.032,49.601,0,85.06,18.151,1
1518.009,2183.76,2185.732,55.148,73.862,72.181,90.228,49.797,0,84.987,18.387,1
1518.009,2195.604,2173.111,55.255,73.968,72.286,90.228,49.685,0,84.987,18.059,1
1529.722,2200.683,2176.713,55.148,73.968,72.391,89.779,49.545,0,85.06,18.06,1
1526.208,2185.451,2173.111,55.255,74.286,72.601,90.032,49.488,0,84.987,18.436,1
1533.236,2198.99,2196.579,55.255,74.074,72.286,89.947,49.601,0,84.913,18.13,1
1513.324,2176.997,2176.713,55.255,74.074,72.181,90.004,49.769,0,84.913,18.364,1
1512.152,2188.835,2187.538,55.255,74.074,72.286,89.807,49.741,0,84.839,18.175,1
1546.12,2207.458,2183.927,55.255,74.18,72.286,89.835,49.657,0,84.839,18.106,1
1557.833,2200.683,2174.912,55.255,74.074,72.181,89.751,49.825,0,84.765,18.313,1
1526.208,2187.143,2180.319,55.255,73.968,72.181,89.779,49.741,0,84.765,18.201,1
1534.407,2182.069,2167.712,55.255,73.968,72.076,89.947,49.825,0,84.765,18.319,1
1553.148,2192.219,2176.713,55.148,73.968,72.286,89.807,49.657,0,84.691,18.012,1
1500.439,2166.859,2174.912,55.148,73.968,72.181,89.751,49.685,0,84.691,18.106,1
1547.291,2183.76,2182.123,55.148,73.968,72.286,89.723,49.713,0,84.617,18.18,1
1506.296,2165.17,2202.012,55.255,73.968,72.181,90.032,49.685,0,84.543,17.967,1
